time,qa(t),qb(t),f(t),f_amplitude
2250.0,-0.2111156671148553,0.8879509406415272,0.44269959428732536,0.74
2250.1,-0.12243875213530431,0.8848162873076856,0.3491157659160224,0.74
2250.2000000000003,-0.0341597916555797,0.8804745697583335,0.24769155009058338,0.74
2250.3,0.053604657795872895,0.8745959195858055,0.14070471604169826,0.74
2250.4,0.14073407261658435,0.8668122043247909,0.03055795741188228,0.74
2250.5,0.22696980658624347,0.8563316794407829,-0.08027506706202354,0.74
2250.6,0.31196444601317613,0.8422566020516562,-0.1893052865925012,0.74
2250.7000000000003,0.3953039185287024,0.8237434459019699,-0.29408411750473235,0.74
2250.8,0.4765074930856276,0.800002901363324,-0.39225845314521324,0.74
2250.9,0.5550277799605201,0.7702998754338599,-0.48162350958709116,0.74
2251.0,0.6302507307521842,0.7339534917385724,-0.5601723403220895,0.74
2251.1,0.7014956383820444,0.6903370905292364,-0.6261409079534258,0.74
2251.2000000000003,0.768017274695079,0.6388783629232656,-0.6780477006721702,0.74
2251.3,0.8290958099535746,0.5794028472917934,-0.7147270038177298,0.74
2251.4,0.8838857332829761,0.5128856443488995,-0.7353550793175193,0.74
2251.5,0.9316538617498478,0.4407346310430915,-0.739468665067318,0.74
2251.6,0.9718989986958739,0.3646181269087434,-0.7269753787996375,0.74
2251.7000000000003,1.0043519337379885,0.28646489406573855,-0.6981557927898983,0.74
2251.8,1.0289754427678206,0.2084641372209034,-0.6536571328087263,0.74
2251.9,1.045964287952581,0.13306550366585956,-0.594478742825818,0.74
2252.0,1.055709139840514,0.06308508334216839,-0.5219496418993909,0.74
2252.1,1.0588650030131932,0.0014518388330139187,-0.4376986772726225,0.74
2252.2000000000003,1.056377506281478,-0.04955030510037839,-0.3436179439761225,0.74
2252.3,1.0493718091639481,-0.08823404855832542,-0.24182029245451392,0.74
2252.4,1.0391514563865647,-0.1135066597038796,-0.13459187849798837,0.74
2252.5,1.0270995358920427,-0.12488641530793614,-0.024340821113604312,0.74
2252.6,1.014620264803635,-0.12236708391313152,0.08645687863729189,0.74
2252.7000000000003,1.003086022241239,-0.10646968775146164,0.19531294328462423,0.74
2252.8,0.9937559405982921,-0.07831249441896485,0.29978270029516657,0.74
2252.9,0.98777299527891,-0.03960585136143604,0.3975199841502263,0.74
2253.0,0.9860638741254572,0.0077451821355684625,0.4863298261632445,0.74
2253.1,0.9894551765403635,0.06180450051440983,0.5642177487455852,0.74
2253.2000000000003,0.9985459543236606,0.12027091185657073,0.6294345570728094,0.74
2253.3,1.0136300883163794,0.18050480905053867,0.6805156222283341,0.74
2253.4,1.0346962884007969,0.2395281697934194,0.716313773613225,0.74
2253.5,1.0614355937110218,0.29414525284361126,0.736025061923577,0.74
2253.6,1.0932796141872185,0.3414875192541498,0.7392068141190898,0.74
2253.7000000000003,1.129324256021174,0.37805327750058193,0.7257875749047725,0.74
2253.8,1.1683650043084128,0.4006709963832453,0.6960687114632618,0.74
2253.9,1.2089065829227152,0.40667842301120305,0.6507176453973712,0.74
2254.0,1.2491629545154752,0.3939225828015114,0.5907528638800474,0.74
2254.1,1.2871253473944817,0.3606750553925246,0.5175210466276501,0.74
2254.2000000000003,1.3208063387049607,0.3063466575792664,0.43266682237668364,0.74
2254.3,1.3480012344924257,0.2327634434443314,0.3380958340696899,0.74
2254.4,1.3668407434328105,0.1424841637954797,0.23593194222085231,0.74
2254.5,1.3758578940127915,0.03863604141893695,0.12846952758914748,0.74
2254.6,1.3739880345299513,-0.07508522892080544,0.018121964331672596,0.74
2254.7000000000003,1.3605402454241797,-0.19403192620160803,-0.0926325791767204,0.74
2254.8,1.3352775832552979,-0.31172398324842965,-0.2013067946604569,0.74
2254.9,1.298573349179033,-0.42307703474248853,-0.30546009352781306,0.74
2255.0,1.2511583304546183,-0.5243005142382409,-0.4027534172271326,0.74
2255.1,1.1941047261820017,-0.6128061914205807,-0.4910017674604237,0.74
2255.2000000000003,1.1288261473015333,-0.6872081721051456,-0.568223276534042,0.74
2255.3,1.0569720488298664,-0.7473015301174266,-0.6326837158331384,0.74
2255.4,0.9798428060715053,-0.7940267122973752,-0.6829354428597665,0.74
2255.5,0.898637707770613,-0.8289643599224218,-0.7178499121611208,0.74
2255.6,0.8144197267393318,-0.8538337885138627,-0.736643020028001,0.74
2255.7000000000003,0.7280971500875254,-0.8704747403597362,-0.7388927137732187,0.74
2255.8,0.6404235792243584,-0.8808473845145597,-0.724548470125213,0.74
2255.9,0.5519940587363319,-0.8869605438995829,-0.6939324298719959,0.74
2256.0,0.46316580590840456,-0.8899573837647524,-0.6477321632735518,0.74
2256.1,0.37413818567625745,-0.8906550947651584,-0.5869852287157433,0.74
2256.2000000000003,0.28508961032663804,-0.8897055598484855,-0.5130558713856266,0.74
2256.3,0.19618258102081937,-0.887501547908655,-0.42760438526721056,0.74
2256.4,0.10756368779216907,-0.8841767137857952,-0.3325498265160389,0.74
2256.5,0.019363609547769722,-0.8796055982662548,-0.23002691559651553,0.74
2256.6,-0.06830488154422844,-0.8734357410026689,-0.12233809606132544,0.74
2256.7000000000003,-0.155305477032572,-0.8652636660252776,-0.01190182663322452,0.74
2256.8,-0.24135863701693,-0.8542400369812366,0.09880173216191127,0.74
2256.9,-0.32610573935418746,-0.8394762273476667,0.20728641705658413,0.74
2257.0,-0.4091215032234526,-0.8201378272284923,0.3111158959068552,0.74
2257.1,-0.48991398912645334,-0.7954446433544098,0.40795838246116717,0.74
2257.2000000000003,-0.5679245988878857,-0.7646706990827328,0.4956390032520338,0.74
2257.3,-0.642528075654006,-0.7271442343979785,0.5721886405638568,0.74
2257.4,-0.7130325038947647,-0.6822477059110337,0.6358881545741172,0.74
2257.5,-0.7786889239610232,-0.6294224593488205,0.68530699152602,0.74
2257.6,-0.8387712317743996,-0.5686755653651905,0.7193353108825354,0.74
2257.7000000000003,-0.8924254208302309,-0.5011054997410027,0.7372089099516819,0.74
2257.8,-0.9389573159741502,-0.42816393204613606,0.7385263862313239,0.74
2257.9,-0.9779047283276565,-0.3515629744354332,0.7232581520446102,0.74
2258.0,-1.009037455287105,-0.27327518164990583,0.6917470990151344,0.74
2258.1,-1.0323572805239674,-0.19553355101644132,0.6447008974601142,0.74
2258.2000000000003,-1.0480978687161193,-0.12083174604436313,0.5831761036404632,0.74
2258.3,-1.0566771216811157,-0.05206816815456371,0.5085544317862792,0.74
2258.4,-1.0588130012785646,0.007920883296441888,0.42251172377246443,0.74
2258.5,-1.0554822337922067,0.05695353977845258,0.32698031332424127,0.74
2258.6,-1.0478399823473845,0.09344247120533153,0.2241056299665208,0.74
2258.7000000000003,-1.0372168812597744,0.11639638124994768,0.11619801730218363,0.74
2258.8,-1.0249922871544246,0.1254281146000436,0.005680847677618755,0.74
2258.9,-1.0125790238987429,0.12060659982789841,-0.10496390153860467,0.74
