time,qa(t),qb(t),f(t),f_amplitude
0.0,0.05,0.05,0.55,0.55
0.1,0.05790006768146041,0.10775693421002144,0.5438240928648232,0.55
0.2,0.07147923993547445,0.16365395213057418,0.5254350690190833,0.55
0.30000000000000004,0.09052537414929872,0.21708294099690958,0.4952459062939723,0.55
0.4,0.11477252082829639,0.26747583296608,0.45393458820032306,0.55
0.5,0.1438978463419247,0.31431407140461354,0.4024288778806015,0.55
0.6000000000000001,0.17752163292373477,0.35712861088851383,0.3418854825488654,0.55
0.7000000000000001,0.21520727867137165,0.39549991720326005,0.27366407634044987,0.55
0.8,0.25649476897698115,0.4289775719496474,0.1992967649621704,0.55
0.9,0.3009050051830452,0.4571658117823411,0.12045367790117284,0.55
1.0,0.34786734667836905,0.4799125938384097,0.0389054609172366,0.55
1.1,0.396801458976354,0.49704854756923533,-0.04351648884370375,0.55
1.2000000000000002,0.4471196859802041,0.5083801895179793,-0.12496115208119803,0.55
1.3,0.4982270499829261,0.5136899233195824,-0.2035994572432079,0.55
1.4000000000000001,0.5495212516673307,0.5127360397007644,-0.27766535752992166,0.55
1.5,0.6003926701060305,0.5052527164800247,-0.34549549249750655,0.55
1.6,0.6502246195806209,0.49095096993521936,-0.40556654354768523,0.55
1.7000000000000002,0.698400324506572,0.46987639585583874,-0.4565294443793724,0.55
1.8,0.7442061111079816,0.44270893997635763,-0.4972396781093837,0.55
1.9000000000000001,0.7869856864011743,0.41022061220825856,-0.5267829806541997,0.55
2.0,0.8262087366259424,0.37326280015728086,-0.5444958731302451,0.55
2.1,0.8614709272455475,0.3327662691234198,-0.5499805621592381,0.55
2.2,0.8924939029467195,0.28974116210092726,-0.5431138734498757,0.55
2.3000000000000003,0.9191252876396565,0.24527699977831133,-0.5240500180268677,0.55
2.4000000000000004,0.9413386844580258,0.20054268053833663,-0.4932171289837808,0.55
2.5,0.9591916164753165,0.15699331990927173,-0.4513076465367585,0.55
2.6,0.972847866717161,0.11660785068447999,-0.399262767310077,0.55
2.7,0.9827050062224769,0.08094507375414528,-0.3382513070890656,0.55
2.8000000000000003,0.9892776435813091,0.05126952361140191,-0.2696434517373847,0.55
2.9000000000000004,0.9931936150959625,0.02856327291426522,-0.19497998577647213,0.55
3.0,0.9951939847810022,0.013525932485631664,-0.11593768968692884,0.55
3.1,0.9961092441566991,0.006546524538926611,-0.034291683033845416,0.55
3.2,0.9967094365755846,0.007620792108103857,0.048124440891696006,0.55
3.3000000000000003,0.9978493602663403,0.01664563447814235,0.12945979362494817,0.55
3.4000000000000004,1.0003085313618227,0.03314025935731399,0.2078877584921396,0.55
