time,qa(t),qb(t),f(t),f_amplitude
0.0,0.05,0.05,0.74,0.74
0.1,0.05883927906985261,0.1264343689197358,0.7316905976726713,0.74
0.2,0.07518669112815633,0.2002130232294964,0.7069490019529484,0.74
0.30000000000000004,0.0987429028798474,0.27051995106137083,0.6663308557409809,0.74
0.4,0.12913155107044239,0.3365778676300868,0.6107483550331618,0.74
0.5,0.16589566437435221,0.39765249031392946,0.5414497629666275,0.74
0.6000000000000001,0.20849766339488235,0.45305253865474127,0.45999137652029165,0.74
0.7000000000000001,0.25632128344621885,0.5021248760104993,0.36820257543987794,0.74
0.8,0.30873102669437197,0.5441295259296268,0.26814473831273833,0.74
0.9,0.3649835978029553,0.5784989564944664,0.1620649484488507,0.74
1.0,0.4242543193103445,0.6047019377971173,0.05234552923410015,0.74
1.1,0.48567280383161826,0.6221408391255654,-0.05854945771698322,0.74
1.2000000000000002,0.5483229540585578,0.6301516289636833,-0.1681295500728846,0.74
1.3,0.6112429627596472,0.6280038749912299,-0.27393381519995247,0.74
1.4000000000000001,0.6734253127800739,0.6149007440838508,-0.3735861174038946,0.74
1.5,0.7338411787939776,0.590113813313896,-0.46484848081482694,0.74
1.6,0.7912957971590655,0.5538124974950646,-0.5456713495005219,0.74
1.7000000000000002,0.8445181227158763,0.5067320093124145,-0.6142396160740645,0.74
1.8,0.8924181265233359,0.44987284945474243,-0.6690133850926253,0.74
1.9000000000000001,0.9340916686538964,0.3845004924330059,-0.7087625557892868,0.74
2.0,0.9688204981935358,0.31214538658032387,-0.7325944474843296,0.74
2.1,0.996072253241759,0.23460295405197584,-0.739973847268793,0.74
2.2,1.0154913558769365,0.1540250578721509,-0.73073502973256,0.74
2.3000000000000003,1.026887566931972,0.07405807787848245,-0.7050854787997854,0.74
2.4000000000000004,1.030495206206824,-0.0017067143087637071,-0.6636012280872686,0.74
2.5,1.0268552390297767,-0.07028245758232377,-0.607213924431275,0.74
2.6,1.0167791174807082,-0.12913066230210324,-0.5371899051081035,0.74
2.7,1.0013487803910912,-0.17616121029517473,-0.4551017586289246,0.74
2.8000000000000003,0.9819052730153631,-0.20975120313681,-0.3627930077921176,0.74
2.9000000000000004,0.959823662994132,-0.22903938845049987,-0.26233670813561705,0.74
3.0,0.9365807988800154,-0.23354048429758784,-0.15598889157877696,0.74
3.1,0.9136493683097949,-0.2232714651654494,-0.04613790080917383,0.74
3.2,0.8924371822587778,-0.19885904725124798,0.06474924774519097,0.74
3.3000000000000003,0.874287175040796,-0.16153968846193517,0.17418226778629387,0.74
3.4000000000000004,0.8604485488232061,-0.11305590906894303,0.27970352960760597,0.74
3.5,0.8519363710567205,-0.054697889227023455,0.37894325315896216,0.74
3.6,0.8497250832594997,0.012053236810629891,0.4696727281975497,0.74
3.7,0.854573662860589,0.08529871438693293,0.5498543663151437,0.74
