time,qa(t),qb(t),f(t),f_amplitude
2250.0,0.9646082452358893,0.5772933957222491,0.2751916396921212,0.46
2250.1,1.0231404407632052,0.5856413437407656,0.2170179085423923,0.46
2250.2000000000003,1.081541072793124,0.5755162475813105,0.15397042302928157,0.46
2250.3,1.1377632336512886,0.545547161720929,0.08746509375565029,0.46
2250.4,1.189817224471537,0.4951384073814288,0.018995487039818716,0.46
2250.5,1.235770555194829,0.4244695725294703,-0.04990071736287951,0.46
2250.6,1.2737479445695135,0.33449551187656423,-0.11767625923317643,0.46
2250.7000000000003,1.301931320151431,0.22694634687854592,-0.18280904601645526,0.46
2250.8,1.3186974641436227,0.10556768341051889,-0.24383633573891636,0.46
2250.9,1.3230615309643003,-0.02212401399198191,-0.29938758704062424,0.46
2251.0,1.3146450927598283,-0.14913863730254967,-0.3482152385785962,0.46
2251.1,1.2936563441106657,-0.26978052464501107,-0.3892227265656431,0.46
2251.2000000000003,1.2608901024979797,-0.37964845618533777,-0.42148911122864635,0.46
2251.3,1.217727808304298,-0.4756356541296996,-0.4442897591299402,0.46
2251.4,1.1659824941472035,-0.5555607660660514,-0.4571126168730526,0.46
2251.5,1.1072120391073412,-0.6173045330012137,-0.459669710717522,0.46
2251.6,1.043207891071628,-0.6607865121143718,-0.4519036138484233,0.46
2251.7000000000003,0.9757038082779503,-0.686824614976119,-0.43398873605858546,0.46
2251.8,0.9063311313821061,-0.696999379054969,-0.40632740688110014,0.46
2251.9,0.8366187834559535,-0.6936539677180561,-0.369540840134968,0.46
2252.0,0.7678998425604079,-0.6793075630462889,-0.32445518280232405,0.46
2252.1,0.701117701528473,-0.6554313843566805,-0.27208296154784645,0.46
2252.2000000000003,0.6371070086332609,-0.6236108802211013,-0.2136003435527248,0.46
2252.3,0.576592023721125,-0.5852500321291623,-0.15032072233658975,0.46
2252.4,0.5201849164978796,-0.5415588817593268,-0.08366522176901979,0.46
2252.5,0.46838576652998204,-0.4935535309794614,-0.015130780692240518,0.46
2252.6,0.4215864779357415,-0.4419659839413985,0.05374346509885712,0.46
2252.7000000000003,0.38011406396958547,-0.38718129934917744,0.12141074852827993,0.46
2252.8,0.34426261325816726,-0.3295672939330819,0.18635140829159005,0.46
2252.9,0.3142927650138857,-0.2694902556789626,0.24710701717446504,0.46
2253.0,0.29043170355287795,-0.20731471562618303,0.3023131351825574,0.46
2253.1,0.2728731582948185,-0.14340344786737652,0.3507299519229314,0.46
2253.2000000000003,0.2617774037628841,-0.0781174695481473,0.39127013007228695,0.46
2253.3,0.25726572344813486,-0.0118333574331895,0.4230232246284239,0.46
2253.4,0.2593500325703787,0.054828874718627754,0.4452761295433561,0.46
2253.5,0.268107455327691,0.12154741017381782,0.4575290925470884,0.46
2253.6,0.2835837290009424,0.18802001090635345,0.4595069385064613,0.46
2253.7000000000003,0.3057441659822584,0.25381380449388324,0.45116524926512885,0.46
2253.8,0.33447365377458516,0.3183652841165369,0.43269136117986545,0.46
2253.9,0.3695766549922954,0.38098030855872433,0.4045001579497173,0.46
2254.0,0.410777207360815,0.4408341022079334,0.36722475322273224,0.46
2254.1,0.45771892371670897,0.49697125505503054,0.32170227222799874,0.46
2254.2000000000003,0.5099649920079296,0.5483057226944821,0.2689550517476682,0.46
2254.3,0.5669981752928426,0.5936208263234406,0.21016768063791536,0.46
2254.4,0.6282208117416547,0.6315692527431538,0.14666039651566495,0.46
2254.5,0.6929726875166806,0.6607658540145291,0.07985943606892952,0.46
2254.6,0.7603079779161236,0.6796133839289213,0.011265004854823507,0.46
2254.7000000000003,0.8288727835964831,0.6860400610222703,-0.05758241408282619,0.46
2254.8,0.8972401535343332,0.6783042881750134,-0.12513665614028402,0.46
2254.9,0.9639262675753837,0.6550392456428877,-0.18988059867945137,0.46
2255.0,1.0273904364332325,0.6152528910567466,-0.25036023233037974,0.46
2255.1,1.0860351016896734,0.5583279594226187,-0.30521731490783094,0.46
2255.2000000000003,1.1382058357949192,0.48402196312133,-0.35321987460224236,0.46
2255.3,1.1822224094236071,0.3928496967327827,-0.39328987740978877,0.46
2255.4,1.2165093403022986,0.28841164821250986,-0.4245274374533684,0.46
2255.5,1.2398320307268211,0.17545739777088448,-0.4462310264785346,0.46
2255.6,1.2515062516465614,0.05866500561202925,-0.45791322866605466,0.46
2255.7000000000003,1.2514050699051964,-0.05735461107734563,-0.459311686940109,0.46
2255.8,1.2399588482407515,-0.1680576781258315,-0.45039499494269997,0.46
2255.9,1.2180124344428114,-0.26869635112962914,-0.4313634023528623,0.46
2256.0,1.1867357890549077,-0.3549973052647448,-0.4026443177105863,0.46
2256.1,1.147680850955775,-0.42429818728211277,-0.3648827097422188,0.46
2256.2000000000003,1.1025504197724794,-0.4751027999030138,-0.3189266227532273,0.46
2256.3,1.053195968147959,-0.5070758953572114,-0.2658081313823201,0.46
2256.4,1.0016006953837198,-0.5210266115793603,-0.20672016242888908,0.46
2256.5,0.9495034079426091,-0.5183463274790765,-0.14298970428972588,0.46
2256.6,0.898450159848108,-0.5005386229456094,-0.07604800565974285,0.46
2256.7000000000003,0.8498566014983002,-0.46932558510093,-0.0073984327720044325,0.46
2256.8,0.8049584694826579,-0.4266273420014725,0.06141729296551241,0.46
2256.9,0.7648115865807072,-0.3745620626372697,0.1288537187108496,0.46
2257.0,0.7302663366768697,-0.31510098654501195,0.19339636772588295,0.46
2257.1,0.7019858459811811,-0.24938157646283043,0.25359575125964445,0.46
2257.2000000000003,0.6805422303975117,-0.1786470645065699,0.30809992094045346,0.46
2257.3,0.6663779195729435,-0.10415428429436496,0.3556848306207758,0.46
2257.4,0.6598046884881373,-0.027166040923922108,0.39528182581634314,0.46
2257.5,0.6610036574577569,0.05104888902620924,0.4260016433810395,0.46
2257.6,0.6700212885151853,0.12922600318076885,0.44715438244049505,0.46
2257.7000000000003,0.686745585106112,0.20625493713818133,0.4582649980780725,0.46
2257.8,0.7110568978094262,0.2807637608357506,0.45908396981947164,0.46
2257.9,0.7426728450362845,0.3511426572004066,0.449592905325028,0.46
2258.0,0.78109955653078,0.41562298323256225,0.4300049534418403,0.46
2258.1,0.8256316733700001,0.47227727000646663,0.400760017340071,0.46
2258.2000000000003,0.8753523479642635,0.5190192226703922,0.36251487523596365,0.46
2258.3,0.9291332440561899,0.5536037204458271,0.31612843056984924,0.46
2258.4,0.9856345367220647,0.5736268166287664,0.262642422885586,0.46
2258.5,1.0434010488418062,0.5765552132799308,0.2032580326069608,0.46
2258.6,1.1006341522338399,0.5603946586727339,0.13930890511432376,0.46
2258.7000000000003,1.1551268162904256,0.5241385518709658,0.07223119994460063,0.46
2258.8,1.204804586958405,0.4675979502491259,0.0035313377455467934,0.46
2258.9,1.2477388249459478,0.39139763301430114,-0.06524783068615966,0.46
2259.0,1.2821467057215363,0.2969761012067305,-0.13256167350642964,0.46
2259.1,1.3063912195142213,0.18658557769968642,-0.196898466925771,0.46
2259.2000000000003,1.3190253683513875,0.06413152438883359,-0.25681334526623645,0.46
2259.3,1.3192432107777172,-0.06294556649652192,-0.31096074952854813,0.46
2259.4,1.306889090576755,-0.18759889862677376,-0.35812464574803954,0.46
2259.5,1.2823287037439333,-0.3042290290130469,-0.39724583449484124,0.46
2259.6,1.2464488707777983,-0.40868328624251,-0.4274457382101374,0.46
2259.7000000000003,1.2006575366797818,-0.49825577047874564,-0.44804613216370975,0.46
2259.8,1.1468665445802417,-0.5716429338173037,-0.45858437591894463,0.46
2259.9,1.086781580153472,-0.6274688110663341,-0.458823803240282,0.46
2260.0,1.0220398274538933,-0.6655659727921368,-0.4487590371063053,0.46
2260.1,0.9543255372941776,-0.6869130078983293,-0.4286161104660506,0.46
2260.2000000000003,0.8851875664060178,-0.6930544270047581,-0.39884739002607406,0.46
2260.3,0.8160393774413937,-0.6861006624474586,-0.3601214170701312,0.46
2260.4,0.7481585689041494,-0.66872407658402,-0.3133078934624935,0.46
2260.5,0.6825331756188735,-0.6429014624653785,-0.25945815001959377,0.46
2260.6,0.6198693741164699,-0.6096744673841898,-0.19978153588586503,0.46
2260.7000000000003,0.5608201361974487,-0.5702887874711261,-0.13561825915919784,0.46
2260.8,0.505953816982184,-0.5258073510786028,-0.06840928870761892,0.46
2260.9,0.4557541549092985,-0.477110318779697,0.0003360068866591209,0.46
2261.0,0.41062025686155906,-0.42489505122588805,0.06907375649044385,0.46
2261.1,0.3708677871261079,-0.36964130800496686,0.1362602584376441,0.46
2261.2000000000003,0.33678100270018785,-0.3116582195787919,0.20038664874041373,0.46
2261.3,0.30861940317331144,-0.25126095418182626,0.26001278692025054,0.46
2261.4,0.28660633034532357,-0.1887849300537406,0.3137995984601603,0.46
2261.5,0.2709289682270489,-0.12458581544045721,0.3605391475303111,0.46
2261.6,0.26173834304012417,-0.05903952859389244,0.39918176462325367,0.46
2261.7000000000003,0.25914932321700074,0.007457762228347986,0.4288596198677758,0.46
2261.8,0.26324061940096244,0.07448963876175352,0.4489062126164347,0.46
2261.9,0.274018165428595,0.1415080059680177,0.4588713396140887,0.46
2262.0,0.29147005060734654,0.20802412942510604,0.458531205591926,0.46
2262.1,0.3155654344304023,0.27361838466208566,0.4478934492268445,0.46
2262.2000000000003,0.34618801655586895,0.3377334081225912,0.4271969715930056,0.46
2262.3,0.3831359941384256,0.3996739643267869,0.39690657095924964,0.46
2262.4,0.42612206183016055,0.45860694587312023,0.3577025044215346,0.46
2262.5,0.4747734117800432,0.513561373437146,0.3104652107955004,0.46
2262.6,0.5286317336340485,0.5634283957718217,0.2562555378583142,0.46
2262.7000000000003,0.5871532145354328,0.6069612897076888,0.19629091799464038,0.46
2262.8,0.6497205734757313,0.6428096527117506,0.13191802729108587,0.46
2262.9,0.7155742658012837,0.6694952946872808,0.06458254209296245,0.46
2263.0,0.7835429299052237,0.6849876468334573,-0.004203327768661832,0.46
2263.1,0.8523199252517362,0.6874183965748276,-0.07289479995043943,0.46
2263.2000000000003,0.9205056792479003,0.675186415708268,-0.13994921207760092,0.46
2263.3,0.9866076872424501,0.646957760403272,-0.20386066661388877,0.46
2263.4,1.0490405125276454,0.6016656712016264,-0.26319385007554336,0.46
2263.5,1.1061257863380218,0.5385105730175584,-0.3166162670766166,0.46
2263.6,1.156133012949039,0.4573640002808251,-0.3629281653033552,0.46
2263.7000000000003,1.1973077885634849,0.3609424164860072,-0.401089479364325,0.46
2263.8,1.2281548418238952,0.25318705142036635,-0.4302431884162446,0.46
2263.9,1.2476980659510197,0.13823676675644947,-0.4497345630056031,0.46
2264.0,1.2554841254372668,0.02042594995898417,-0.45912586888002055,0.46
2264.1,1.2515824560469127,-0.09571548571552935,-0.45820619755608666,0.46
2264.2000000000003,1.2364665186792456,-0.20500283213335402,-0.44699620286894437,0.46
2264.3,1.2110391097854154,-0.30230941208625234,-0.42574763713200764,0.46
2264.4,1.1766473412847345,-0.3841740810505068,-0.3949376973225204,0.46
2264.5,1.1348682995368786,-0.44831276269879533,-0.3552583082664483,0.46
2264.6,1.0875080147354566,-0.49361474472013483,-0.30760058349821995,0.46
2264.7000000000003,1.0365953500661904,-0.5201427911263047,-0.25303481277181683,0.46
2264.8,0.984001213057146,-0.5289545391837152,-0.19278642566139664,0.46
2264.9,0.9313663813506249,-0.5214103634389429,-0.12820847105348965,0.46
2265.0,0.8802335674807892,-0.49911626804072234,-0.06075123058698884,0.46
2265.1,0.8319678220637472,-0.4639650493686314,0.008070351546606978,0.46
2265.2000000000003,0.7877565337973631,-0.41813629603286195,0.076710690983525,0.46
2265.3,0.7485888072290551,-0.36384225008939625,0.1436282736791791,0.46
2265.4,0.7152227372250519,-0.3023193407030112,0.2073202749921807,0.46
2265.5,0.688316461802404,-0.23485337220352567,0.2663563098846752,0.46
2265.6,0.6684018837389354,-0.16274407339732516,0.31941055628732185,0.46
2265.7000000000003,0.6558807918095638,-0.08727184536777238,0.36529153020434607,0.46
2265.8,0.6510248607864955,-0.009697761476596345,0.40296884387463294,0.46
